date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
1975-05-31,0.052199999999999996,0.026000000000000002,0.027999999999999997,0.1207,0.0592,0.0355,0.0401,0.0653,0.08539999999999999,0.0572
1975-06-30,0.0528,0.1024,0.0354,0.065,0.0231,0.0405,0.0745,0.0096,0.1074,0.059500000000000004
1975-07-31,-0.0538,-0.0202,-0.0591,-0.0425,-0.0942,-0.0421,-0.0747,-0.12029999999999999,-0.048,-0.0613
1975-08-31,-0.0313,-0.0348,-0.0078000000000000005,-0.0088,-0.0296,-0.0354,-0.0033,-0.0332,-0.0123,-0.051399999999999994
1975-09-30,-0.024399999999999998,-0.0245,-0.0582,-0.011699999999999999,-0.0085,-0.0127,-0.0354,-0.0652,-0.0098,-0.0632
1975-10-31,0.1058,0.0891,0.0571,-0.0134,0.084,0.0682,0.0992,0.1067,0.0655,0.0391
1975-11-30,0.0409,0.0327,0.0297,-0.016399999999999998,0.0506,0.042800000000000005,0.0466,0.0513,0.0316,0.0358
1975-12-31,-0.0149,-0.0045000000000000005,-0.013600000000000001,0.0009,-0.0126,-0.0012,-0.0304,-0.0636,0.013500000000000002,-0.0026
1976-01-31,0.1094,0.1564,0.1685,0.0848,0.18289999999999998,0.0949,0.08990000000000001,0.0774,0.08310000000000001,0.1293
1976-02-29,-0.0109,0.0387,0.0173,-0.0316,0.0115,0.0354,0.046799999999999994,-0.06559999999999999,-0.0355,0.0318
1976-03-31,0.0072,0.0354,0.0113,0.0722,0.029300000000000003,0.005699999999999999,0.0344,0.0654,0.014499999999999999,0.02
1976-04-30,-0.0166,0.018500000000000003,-0.014199999999999999,0.021400000000000002,-0.0341,0.0172,-0.0467,-0.0431,0.0063,-0.015600000000000001
1976-05-31,-0.0217,-0.0313,-0.012199999999999999,0.0553,0.0049,-0.028999999999999998,-0.057699999999999994,-0.0282,-0.0147,-0.0171
1976-06-30,0.0364,0.0424,0.037000000000000005,0.0509,0.0821,0.0359,0.0147,0.036699999999999997,0.0426,0.0536
1976-07-31,0.0148,-0.010700000000000001,-0.018500000000000003,-0.0062,-0.022000000000000002,0.0125,-0.022400000000000003,-0.0038,0.0282,-0.0005
1976-08-31,-0.0034000000000000002,-0.0146,-0.017,-0.0089,-0.0085,0.047400000000000005,0.0286,0.0217,0.0297,-0.0116
1976-09-30,0.0159,0.0449,0.011000000000000001,0.0592,0.0291,0.016,0.0045000000000000005,0.0363,0.0408,0.0092
1976-10-31,-0.016200000000000003,-0.0116,-0.032799999999999996,-0.0242,-0.045,0.0129,-0.0091,-0.0374,-0.008100000000000001,-0.0043
1976-11-30,0.0174,-0.0070999999999999995,-0.0037,0.0083,0.016200000000000003,0.0315,0.048499999999999995,-0.09759999999999999,0.0315,0.0199
1976-12-31,0.0521,0.0967,0.0581,0.0633,0.0387,0.0345,0.0233,0.0629,0.065,0.08380000000000001
1977-01-31,-0.0408,-0.04190000000000001,-0.0596,0.0029,-0.038599999999999995,0.0012,-0.0713,-0.0883,0.0084,-0.0416
1977-02-28,-0.0139,-0.0348,-0.0063,-0.0301,-0.0060999999999999995,0.0098,-0.0184,-0.0021,-0.0342,-0.0173
1977-03-31,-0.013999999999999999,-0.0335,-0.0027,-0.0207,-0.0003,-0.0104,-0.0275,-0.0179,0.0018,-0.0009
1977-04-30,0.0052,0.0316,0.0049,0.0252,-0.0345,0.0066,-0.0344,-0.052199999999999996,0.0194,0.0213
1977-05-31,-0.009399999999999999,-0.0053,-0.0298,-0.0043,-0.0152,0.0143,-0.0278,-0.0189,0.0167,-0.0089
1977-06-30,0.0453,0.0429,0.034,0.060899999999999996,0.07769999999999999,0.0194,0.060899999999999996,0.09029999999999999,0.0571,0.053399999999999996
1977-07-31,0.0118,-0.024300000000000002,-0.0362,-0.018000000000000002,-0.0016,-0.0085,-0.0022,-0.0223,0.0087,-0.0039000000000000003
1977-08-31,0.0011,-0.0085,-0.0127,-0.0584,0.005,-0.022799999999999997,0.0463,0.0384,-0.0325,-0.0118
1977-09-30,0.0027,0.0155,-0.009300000000000001,0.0074,-0.0178,0.0348,-0.006999999999999999,-0.0089,0.020099999999999996,-0.001
1977-10-31,-0.0335,-0.0446,-0.0463,-0.0355,-0.0322,-0.050499999999999996,-0.0318,-0.0175,-0.0315,-0.0441
1977-11-30,0.045899999999999996,0.0187,0.0433,0.0347,0.0528,0.0216,0.0555,0.060899999999999996,0.0429,0.0649
1977-12-31,0.0001,-0.0075,0.0074,0.0189,0.023799999999999998,0.0215,-0.0123,0.0062,-0.0033,0.0062
1978-01-31,-0.053,-0.0682,-0.0603,-0.0693,-0.047400000000000005,-0.0416,-0.0684,-0.0189,-0.0454,-0.0529
1978-02-28,0.0011,0.0038,-0.0263,-0.0109,-0.0347,0.0416,-0.0044,-0.0302,-0.0042,-0.0016
1978-03-31,0.0417,0.061,0.039,0.020499999999999997,-0.0060999999999999995,0.0262,0.0285,0.0417,0.0248,0.0546
1978-04-30,0.0692,0.09630000000000001,0.11380000000000001,0.067,0.1329,0.029300000000000003,0.10830000000000001,0.0924,0.0018,0.09359999999999999
1978-05-31,0.042300000000000004,0.0018,0.040999999999999995,0.0086,0.0167,-0.0039000000000000003,0.0126,0.051699999999999996,0.0070999999999999995,0.026000000000000002
1978-06-30,-0.0026,-0.0277,-0.0147,-0.0374,-0.0036,-0.0154,-0.0197,0.011399999999999999,0.0083,-0.0034999999999999996
1978-07-31,0.035,0.0473,0.0784,0.0334,0.0858,0.0143,0.0513,0.08869999999999999,0.0282,0.0664
1978-08-31,0.041100000000000005,0.0297,0.0394,0.0513,0.0602,0.0353,0.057,0.0097,0.0045000000000000005,0.0653
1978-09-30,-0.004,-0.0051,-0.0212,0.047599999999999996,-0.0418,0.012199999999999999,-0.0264,-0.0271,-0.0025,-0.014499999999999999
1978-10-31,-0.1158,-0.1118,-0.11359999999999999,-0.1061,-0.1076,-0.045,-0.1418,-0.1284,-0.071,-0.1411
1978-11-30,0.0219,0.0068000000000000005,0.0287,0.061799999999999994,0.0508,0.0302,0.0263,0.0518,0.03,0.025099999999999997
1978-12-31,0.0168,-0.0062,0.0141,0.0282,0.064,0.001,-0.0066,0.0342,-0.0125,0.0129
1979-01-31,0.0418,0.0506,0.06509999999999999,0.030899999999999997,0.043,0.0366,0.057300000000000004,0.014199999999999999,0.0637,0.0603
1979-02-28,-0.0349,-0.036000000000000004,-0.0449,0.0060999999999999995,-0.0332,-0.006500000000000001,-0.044199999999999996,-0.0452,-0.016399999999999998,-0.0321
1979-03-31,0.0415,0.066,0.07339999999999999,0.0928,0.0761,0.0016,0.061200000000000004,0.0504,0.0232,0.0816
1979-04-30,0.002,0.029300000000000003,-0.0046,0.0433,0.0033,-0.0215,0.0088,0.0043,-0.0275,0.0149
1979-05-31,-0.0178,-0.0069,-0.0229,-0.0246,-0.019799999999999998,0.0009,-0.024399999999999998,-0.0264,0.0144,-0.0028000000000000004
1979-06-30,0.0332,0.03,0.0349,0.09269999999999999,0.005,0.019299999999999998,0.027999999999999997,0.0483,0.049699999999999994,0.07
1979-07-31,0.0203,0.0206,0.0202,0.0158,-0.0149,-0.0011,0.0126,0.0015,0.0207,0.0331
1979-08-31,0.0756,0.0472,0.0771,0.0793,0.0591,0.0152,0.0888,0.0858,0.020499999999999997,0.057800000000000004
1979-09-30,-0.0187,0.0039000000000000003,-0.0069,0.0592,-0.0175,-0.023799999999999998,-0.0075,-0.0055000000000000005,-0.0219,-0.0066
1979-10-31,-0.0766,-0.0928,-0.0885,-0.0255,-0.0774,-0.0507,-0.0889,-0.0434,-0.0583,-0.1015
1979-11-30,0.0516,-0.022000000000000002,0.0472,0.0892,0.0818,0.0406,0.0383,0.08789999999999999,0.07780000000000001,0.0703
1979-12-31,0.0337,0.0326,0.0446,0.024900000000000002,0.0179,-0.0152,0.030699999999999998,0.0208,-0.0101,0.0412
1980-01-31,0.0311,0.0911,0.0706,0.1405,0.0735,-0.0207,0.0131,-0.0129,0.0155,0.0554
1980-02-29,-0.048600000000000004,-0.0635,-0.025,0.13,-0.0359,-0.013999999999999999,-0.048600000000000004,-0.0464,-0.0342,-0.0337
1980-03-31,-0.0817,-0.08800000000000001,-0.1177,-0.1791,-0.1267,-0.026600000000000002,-0.09630000000000001,-0.0285,-0.066,-0.1233
1980-04-30,0.064,-0.0175,0.0321,0.06860000000000001,0.0072,0.0733,0.045,0.0429,0.1204,0.0613
1980-05-31,0.0795,0.0437,0.0625,0.041299999999999996,0.0481,0.05,0.10679999999999999,0.0697,0.046,0.0809
1980-06-30,0.029900000000000003,0.0279,0.023399999999999997,0.0584,0.030299999999999997,-0.005699999999999999,0.0242,0.0022,0.0455,0.0509
1980-07-31,0.0774,0.1175,0.10830000000000001,0.020099999999999996,0.1548,0.01,0.1082,0.0888,-0.0012,0.0684
1980-08-31,0.0147,0.015300000000000001,0.0158,0.0366,0.0366,0.063,0.018000000000000002,0.0027,-0.011699999999999999,0.027000000000000003
1980-09-30,0.002,0.009300000000000001,0.028300000000000002,0.0653,0.0199,-0.016200000000000003,0.0128,0.0362,0.0012,0.0382
1980-10-31,0.0029,-0.0172,0.0042,0.0776,0.0196,-0.0321,-0.0115,-0.0124,0.0192,0.015600000000000001
1980-11-30,0.009300000000000001,0.0489,0.08410000000000001,0.243,0.0983,-0.0046,0.0258,0.0888,0.0739,0.0767
1980-12-31,0.01,-0.0108,-0.0207,-0.1059,-0.011399999999999999,0.012199999999999999,-0.0139,0.0461,-0.0192,0.0004
1981-01-31,0.0203,-0.022400000000000003,-0.0196,-0.1016,-0.08070000000000001,0.0555,0.0044,-0.016200000000000003,-0.0256,-0.0336
1981-02-28,0.0248,0.0645,0.0438,-0.0031,0.004699999999999999,0.0213,0.0268,0.018000000000000002,-0.0127,0.0167
1981-03-31,0.0694,0.0698,0.0605,-0.020499999999999997,0.049800000000000004,0.011699999999999999,0.1284,0.0587,0.03,0.09029999999999999
1981-04-30,0.0115,0.0187,-0.0102,-0.078,0.0017000000000000001,0.062,0.028900000000000002,0.030299999999999997,-0.0269,0.0033
1981-05-31,0.0265,0.0288,-0.0040999999999999995,-0.0395,0.0426,0.0721,0.0286,0.0346,0.0184,0.027999999999999997
1981-06-30,-0.0018,-0.043,-0.0125,0.0471,-0.0674,-0.0191,-0.0143,-0.055999999999999994,0.0346,-0.013600000000000001
1981-07-31,-0.0076,-0.0291,-0.0286,0.0794,-0.0379,0.0034000000000000002,-0.034,-0.039,0.027999999999999997,-0.0273
1981-08-31,-0.0493,-0.0793,-0.0692,-0.0634,-0.0731,-0.0077,-0.056100000000000004,-0.0775,-0.0085,-0.0552
1981-09-30,-0.0217,-0.0296,-0.0717,-0.12300000000000001,-0.0391,0.028399999999999998,-0.0363,-0.0129,-0.0554,-0.0529
1981-10-31,0.0741,-0.0415,0.037000000000000005,0.096,0.0521,0.0602,0.0676,0.0796,0.0489,0.07150000000000001
1981-11-30,0.026600000000000002,0.048600000000000004,0.0467,0.06849999999999999,0.015,0.027000000000000003,0.010700000000000001,0.0394,0.059500000000000004,0.050499999999999996
1981-12-31,-0.0181,0.004699999999999999,-0.0166,-0.0641,-0.0002,-0.014499999999999999,-0.0192,-0.0074,-0.0235,-0.0379
1982-01-31,-0.0092,0.0116,-0.033,-0.08470000000000001,0.027000000000000003,0.0067,0.0013,0.0144,-0.0067,-0.0318
1982-02-28,-0.0194,-0.020499999999999997,-0.0562,-0.11199999999999999,-0.053200000000000004,-0.056900000000000006,-0.0141,-0.0174,-0.0034000000000000002,-0.0392
1982-03-31,0.024700000000000003,0.0351,-0.0177,-0.0341,-0.0356,0.020499999999999997,0.042800000000000005,-0.0256,0.0166,-0.0126
1982-04-30,0.0668,0.0444,0.0325,0.0431,0.07440000000000001,-0.013600000000000001,0.053099999999999994,0.0739,0.0385,0.0364
1982-05-31,-0.0329,-0.0195,-0.0475,0.023399999999999997,-0.0545,0.002,-0.0273,-0.0305,-0.0054,-0.0559
1982-06-30,0.0166,0.026699999999999998,-0.025699999999999997,-0.0626,-0.023799999999999998,-0.0245,0.0265,-0.0075,-0.022099999999999998,-0.0242
1982-07-31,-0.0045000000000000005,-0.0033,-0.0233,-0.08109999999999999,0.0151,0.012,0.0022,0.0078000000000000005,-0.0259,-0.030299999999999997
1982-08-31,0.0916,0.1386,0.1396,0.1005,0.1286,0.1085,0.126,0.1244,0.1208,0.11359999999999999
1982-09-30,0.051399999999999994,-0.0075,-0.0104,0.018500000000000003,0.011699999999999999,0.01,0.04769999999999999,0.013600000000000001,0.010700000000000001,0.042
1982-10-31,0.10460000000000001,0.16519999999999999,0.1306,0.055,0.1699,0.0812,0.16870000000000002,0.08220000000000001,0.0473,0.1568
1982-11-30,0.052300000000000006,0.0825,0.0579,-0.0458,0.1069,0.06,0.1119,0.051699999999999996,0.0012,0.0757
1982-12-31,0.0097,0.030299999999999997,0.0073,0.0553,0.0265,-0.0123,-0.0207,0.0058,0.0434,-0.013600000000000001
1983-01-31,-0.0101,0.051699999999999996,0.050300000000000004,0.0364,0.08380000000000001,0.1244,0.0126,0.014199999999999999,0.036699999999999997,0.0285
1983-02-28,0.037599999999999995,0.0364,0.0406,-0.0059,0.0361,-0.0037,0.0791,0.028300000000000002,0.0159,0.045599999999999995
1983-03-31,0.07519999999999999,-0.0115,0.021,0.0593,0.0066,0.0064,0.0851,0.0454,0.0025,0.0495
1983-04-30,0.062,0.10880000000000001,0.0634,0.09359999999999999,0.07490000000000001,0.051399999999999994,0.0858,0.050499999999999996,0.0478,0.0834
1983-05-31,-0.0095,-0.0208,0.020099999999999996,0.013300000000000001,0.027999999999999997,-0.0131,0.004699999999999999,-0.0275,0.0254,0.023700000000000002
1983-06-30,0.0319,0.1032,0.0158,0.0643,0.0613,0.0018,0.0611,0.0692,-0.0055000000000000005,0.0168
1983-07-31,-0.026600000000000002,-0.039,-0.0258,-0.0227,-0.0536,-0.051699999999999996,-0.032799999999999996,-0.056799999999999996,0.0102,-0.0364
1983-08-31,0.0072,-0.023700000000000002,0.006,0.0687,-0.0111,0.022000000000000002,-0.0473,-0.0101,0.0152,-0.0091
1983-09-30,0.0466,0.043899999999999995,0.022799999999999997,-0.046,0.0216,0.0226,0.0219,0.013000000000000001,0.0466,0.016
1983-10-31,-0.0021,0.0004,-0.0229,-0.020499999999999997,-0.0695,-0.0519,-0.0177,-0.0218,0.0305,-0.0407
1983-11-30,0.023,0.042300000000000004,0.06480000000000001,-0.0045000000000000005,0.0233,0.0317,0.0444,-0.030299999999999997,-0.016399999999999998,0.0472
1983-12-31,-0.004699999999999999,0.0092,-0.0111,0.021,0.0036,-0.015300000000000001,-0.0472,-0.0363,-0.0364,-0.0087
1984-01-31,-0.0070999999999999995,-0.0538,-0.0349,0.09849999999999999,-0.062,0.040999999999999995,-0.058499999999999996,-0.005699999999999999,0.0144,-0.0163
1984-02-29,-0.0565,-0.060899999999999996,-0.0659,0.039599999999999996,-0.0593,-0.0368,-0.044500000000000005,-0.0203,-0.0334,-0.0493
1984-03-31,0.0163,0.0037,0.0329,0.0027,0.0179,-0.043,0.0121,-0.0067,-0.0031,0.0245
1984-04-30,0.005699999999999999,0.0132,-0.0013,0.0398,-0.0043,0.022000000000000002,0.0034000000000000002,0.0232,-0.005,-0.0203
1984-05-31,-0.0241,-0.0579,-0.0581,-0.0512,-0.055999999999999994,-0.035699999999999996,-0.0518,-0.0646,-0.0083,-0.0688
1984-06-30,0.0632,0.021099999999999997,0.0319,-0.02,0.0179,0.12210000000000001,0.07400000000000001,0.038599999999999995,0.0044,0.0222
1984-07-31,-0.015700000000000002,0.0253,-0.0147,-0.0747,-0.0245,0.0281,0.0012,-0.0377,-0.0001,-0.0187
1984-08-31,0.08689999999999999,0.1,0.11900000000000001,0.1401,0.1396,0.0672,0.0986,0.10439999999999999,0.07780000000000001,0.1109
1984-09-30,0.0126,-0.002,-0.025699999999999997,0.0225,-0.0394,0.0292,0.0006,-0.044199999999999996,0.048600000000000004,0.0218
1984-10-31,0.0138,0.0215,0.0059,-0.0435,-0.0055000000000000005,-0.008,-0.0069,0.0166,0.0335,0.0077
1984-11-30,0.0038,-0.030299999999999997,-0.013500000000000002,-0.009899999999999999,-0.038,-0.0024,-0.0291,-0.0008,0.030600000000000002,-0.0034000000000000002
1984-12-31,0.024399999999999998,0.0461,0.0216,-0.005699999999999999,0.0254,0.0512,0.0076,0.0271,0.0265,0.037000000000000005
1985-01-31,0.0484,0.0984,0.08470000000000001,0.0654,0.12560000000000002,0.058600000000000006,0.1313,0.08310000000000001,0.024,0.0981
1985-02-28,0.0507,-0.015700000000000002,0.013300000000000001,0.0388,-0.0132,0.0269,0.021,0.036000000000000004,0.0137,0.021
1985-03-31,0.0464,-0.052300000000000006,-0.0276,0.014499999999999999,-0.0602,0.0548,-0.0060999999999999995,0.030699999999999998,0.0613,-0.0016
1985-04-30,-0.0213,-0.0345,-0.0149,0.038,-0.0364,0.009000000000000001,0.0004,-0.0177,0.016,0.0144
1985-05-31,0.07980000000000001,0.059000000000000004,0.060899999999999996,0.0062,0.028399999999999998,0.0663,0.096,0.09369999999999999,0.0538,0.063
1985-06-30,0.0276,0.0149,0.0151,-0.0064,-0.006999999999999999,0.040999999999999995,0.016,0.0227,0.0362,0.0286
1985-07-31,-0.0262,0.0254,0.0341,-0.0059,0.0441,-0.045700000000000005,-0.039900000000000005,-0.004699999999999999,-0.04650000000000001,-0.0016
1985-08-31,0.006999999999999999,-0.030299999999999997,-0.011399999999999999,0.0158,-0.0253,0.0053,-0.0060999999999999995,-0.008199999999999999,0.0192,-0.0038
1985-09-30,-0.005699999999999999,-0.030899999999999997,-0.0398,-0.013000000000000001,-0.047400000000000005,-0.0408,-0.0433,-0.0392,-0.0538,-0.049800000000000004
1985-10-31,0.035699999999999996,0.0098,0.0329,0.059500000000000004,0.0302,0.0416,0.0683,0.0287,0.0633,0.064
1985-11-30,0.0823,0.09880000000000001,0.0794,0.0034000000000000002,0.0866,0.0741,0.0797,0.0956,0.040999999999999995,0.0742
1985-12-31,0.0546,0.07,0.044800000000000006,-0.0268,0.0827,0.0603,0.0454,0.0352,0.049800000000000004,0.0447
1986-01-31,0.0179,0.0209,0.016200000000000003,-0.068,-0.0029,-0.0378,0.0165,0.0106,0.0379,0.0354
1986-02-28,0.10830000000000001,0.1074,0.1024,0.0087,0.0496,0.0739,0.0782,0.060700000000000004,0.0659,0.0834
1986-03-31,0.0812,0.0784,0.0599,0.0095,-0.0008,0.0418,0.08560000000000001,0.1208,0.0398,0.0576
1986-04-30,0.0043,-0.0331,-0.0161,0.0075,0.0392,0.024300000000000002,0.004,0.0070999999999999995,-0.0393,-0.025699999999999997
1986-05-31,0.08869999999999999,0.030600000000000002,0.0441,0.0736,0.0095,0.045899999999999996,0.0977,0.0725,0.0363,0.0466
1986-06-30,0.0632,-0.011699999999999999,-0.0004,-0.020499999999999997,-0.0387,0.0538,0.0394,0.056799999999999996,0.050499999999999996,0.0154
1986-07-31,-0.057300000000000004,-0.0895,-0.0751,-0.0512,-0.0834,-0.0298,-0.09390000000000001,-0.0536,0.0513,-0.0643
1986-08-31,0.0258,0.0701,0.0646,0.1673,0.0698,0.0684,0.0166,0.04,0.07919999999999999,0.0681
1986-09-30,-0.1085,-0.0812,-0.0655,-0.0088,-0.0697,-0.0944,-0.08460000000000001,-0.126,-0.0911,-0.0883
1986-10-31,0.0886,0.0601,0.0647,0.0191,0.0059,0.0463,0.0731,0.07980000000000001,0.0521,0.042
1986-11-30,0.0072,0.0464,0.024399999999999998,0.0325,0.0355,0.0398,0.0161,0.0137,0.0055000000000000005,-0.0066
1986-12-31,-0.0322,-0.025699999999999997,-0.019799999999999998,-0.0046,-0.036699999999999997,-0.0371,-0.0599,-0.012199999999999999,-0.033,-0.0258
1987-01-31,0.1446,0.1866,0.1444,0.14150000000000001,0.16399999999999998,0.053,0.11720000000000001,0.1315,0.09300000000000001,0.1117
1987-02-28,0.056100000000000004,0.0359,0.0478,-0.0176,0.0943,0.0003,0.0981,0.1112,-0.0215,0.0466
1987-03-31,0.011399999999999999,0.0443,0.034,0.1183,0.026099999999999998,0.0139,0.0168,0.0015,-0.0168,-0.0036
1987-04-30,-0.0368,0.041100000000000005,-0.015600000000000001,0.0011,0.043899999999999995,-0.024700000000000003,-0.027000000000000003,-0.0245,-0.0433,-0.0407
1987-05-31,0.0263,-0.0129,0.0033,0.0302,0.0029,0.0329,-0.0005,0.0125,-0.018500000000000003,-0.0001
1987-06-30,0.0679,0.0278,0.0519,0.0583,-0.0002,0.0695,0.0626,0.0478,0.034,0.0462
1987-07-31,0.057300000000000004,0.0693,0.0702,0.0319,0.0096,0.0584,0.057,0.0579,-0.0167,0.0355
1987-08-31,0.036699999999999997,0.056600000000000004,0.0285,0.019299999999999998,0.0746,0.0508,0.0333,0.022099999999999998,0.0371,0.0433
1987-09-30,-0.0277,-0.0383,0.0029,-0.038599999999999995,-0.0268,0.0334,-0.0637,-0.025699999999999997,-0.0231,-0.018000000000000002
1987-10-31,-0.20980000000000001,-0.2658,-0.2733,-0.1885,-0.2582,-0.1216,-0.2791,-0.203,-0.0693,-0.2372
1987-11-30,-0.08,-0.0833,-0.0516,-0.1066,-0.0987,-0.08900000000000001,-0.08650000000000001,-0.0931,-0.0255,-0.06570000000000001
1987-12-31,0.0756,0.0876,0.10869999999999999,0.0675,0.1189,0.0391,0.0859,0.0535,0.005600000000000001,0.053899999999999997
1988-01-31,0.0304,0.042800000000000005,0.0028000000000000004,0.0843,-0.0248,0.1003,0.0562,0.0637,0.0977,0.06309999999999999
1988-02-29,0.0604,0.0645,0.0776,0.0361,0.0748,0.0124,0.1027,0.0421,-0.0141,0.0433
1988-03-31,-0.0152,-0.0362,-0.0134,0.0262,-0.046900000000000004,-0.039599999999999996,-0.0115,-0.024900000000000002,-0.0318,-0.013500000000000002
1988-04-30,-0.0017000000000000001,0.027200000000000002,0.016,0.0462,0.0262,0.0074,0.016,-0.020099999999999996,-0.003,-0.0039000000000000003
1988-05-31,-0.0026,0.0096,-0.0040999999999999995,-0.0040999999999999995,-0.0134,0.023399999999999997,-0.0141,-0.0037,0.0362,0.009399999999999999
1988-06-30,0.0337,0.0783,0.0757,-0.0208,0.0942,0.0291,0.0644,0.0278,0.0323,0.0603
1988-07-31,0.0131,0.001,-0.022799999999999997,0.0359,-0.049100000000000005,0.0015,-0.009300000000000001,0.0051,-0.0022,-0.0060999999999999995
1988-08-31,-0.0034000000000000002,-0.0638,-0.044000000000000004,-0.015,-0.0809,-0.028999999999999998,-0.0226,-0.0108,-0.0012,-0.0091
1988-09-30,0.0669,0.0366,0.035,-0.024700000000000003,0.0288,0.0707,0.0814,0.037599999999999995,0.026699999999999998,0.0406
1988-10-31,0.0833,0.0321,0.0076,0.0189,-0.0009,0.0297,0.0139,0.0126,0.025099999999999997,0.0001
1988-11-30,-0.012199999999999999,-0.0088,-0.0219,-0.0029,-0.0305,0.0005,-0.027000000000000003,-0.0213,-0.005,-0.0216
1988-12-31,0.0327,0.0039000000000000003,0.031400000000000004,0.0183,0.0464,0.0125,0.0159,0.0176,0.0104,0.0091
1989-01-31,0.055999999999999994,0.0741,0.0746,0.0626,0.0711,0.0836,0.061799999999999994,0.0681,0.026699999999999998,0.06860000000000001
1989-02-28,-0.0127,-0.027999999999999997,-0.021,-0.0128,-0.0374,-0.0137,-0.0187,-0.0124,-0.0178,-0.0052
1989-03-31,0.057,-0.0159,0.011899999999999999,0.038900000000000004,-0.0533,0.0529,0.0263,0.049100000000000005,0.0055000000000000005,0.035699999999999996
1989-04-30,0.057999999999999996,0.0033,0.053399999999999996,0.024900000000000002,0.0518,0.09539999999999998,0.0535,0.054299999999999994,0.0397,0.0463
1989-05-31,0.0493,0.018600000000000002,0.0368,0.027000000000000003,0.023799999999999998,0.0592,0.0528,0.0337,0.0528,0.0424
1989-06-30,0.0144,0.014499999999999999,-0.026699999999999998,-0.0101,-0.0317,0.0018,-0.0213,-0.029500000000000002,0.0342,0.0077
1989-07-31,0.11900000000000001,0.0524,0.0762,0.037599999999999995,0.029500000000000002,0.0913,0.0917,0.13570000000000002,0.0581,0.08109999999999999
1989-08-31,-0.019799999999999998,0.0489,0.0438,0.0352,0.024700000000000003,0.008,0.026099999999999998,0.004,-0.008,0.0322
1989-09-30,-0.005699999999999999,-0.0466,-0.025699999999999997,0.013500000000000002,-0.0273,0.0403,-0.0235,0.023399999999999997,0.0048,0.013999999999999999
1989-10-31,-0.0245,-0.057300000000000004,-0.0434,0.0075,-0.0433,-0.0196,-0.0403,0.0037,0.0101,-0.049
1989-11-30,0.0169,-0.011200000000000002,0.030699999999999998,0.039900000000000005,-0.0203,0.021099999999999997,0.012199999999999999,0.045599999999999995,0.032400000000000005,-0.0005
1989-12-31,0.0139,-0.013500000000000002,0.0296,0.06,-0.0105,0.058499999999999996,0.012199999999999999,0.0104,0.048,-0.016
1990-01-31,-0.0947,-0.0352,-0.06309999999999999,-0.042800000000000005,-0.0147,-0.1304,-0.0641,-0.073,-0.0535,-0.0892
1990-02-28,-0.0055000000000000005,0.050499999999999996,0.0256,0.0311,0.0404,-0.0026,0.019299999999999998,-0.0208,0.0021,0.0252
1990-03-31,0.0463,0.0288,0.0388,-0.0059,0.0463,0.042199999999999994,0.0516,0.038,-0.0075,-0.0038
1990-04-30,-0.0017000000000000001,-0.0408,-0.0277,-0.0358,-0.0194,-0.0329,-0.0208,0.0034000000000000002,-0.0552,-0.0342
1990-05-31,0.0909,0.0775,0.08109999999999999,0.0605,0.1241,0.092,0.1153,0.1281,0.054299999999999994,0.09179999999999999
1990-06-30,0.0208,-0.022099999999999998,-0.0055000000000000005,-0.0204,-0.0127,-0.047400000000000005,0.015300000000000001,0.044199999999999996,0.0075,-0.0173
1990-07-31,-0.0079,-0.0345,0.0018,0.083,-0.0764,-0.044199999999999996,-0.0414,0.026699999999999998,0.009000000000000001,-0.0358
1990-08-31,-0.0737,-0.1424,-0.12,-0.013000000000000001,-0.1204,-0.1038,-0.1204,-0.0665,-0.0664,-0.113
1990-09-30,-0.0407,-0.1063,-0.08,-0.016200000000000003,-0.0655,0.0182,-0.0877,-0.0432,0.0048,-0.09970000000000001
1990-10-31,0.025,-0.0329,-0.019299999999999998,-0.0397,-0.0317,0.0302,-0.0304,0.0146,0.0722,-0.0649
1990-11-30,0.06559999999999999,0.0417,0.0737,0.016200000000000003,0.11,0.0212,0.1043,0.0968,0.0231,0.1063
1990-12-31,0.044000000000000004,-0.0040999999999999995,0.0493,-0.0204,0.0407,0.0151,0.033,0.0287,0.0079,0.054900000000000004
1991-01-31,0.051,0.0737,0.063,-0.0203,0.1508,0.0002,0.09390000000000001,0.0478,-0.0137,0.0739
1991-02-28,0.10310000000000001,0.1027,0.0584,0.08560000000000001,0.0599,0.030299999999999997,0.08349999999999999,0.1016,0.0484,0.098
1991-03-31,0.0482,0.012199999999999999,0.0141,0.0129,0.0028000000000000004,0.023,0.086,0.062400000000000004,0.0172,0.030699999999999998
1991-04-30,-0.009899999999999999,-0.022799999999999997,0.005,0.024,-0.0271,0.0113,0.0202,-0.0121,-0.0005,0.0134
1991-05-31,0.0361,0.14880000000000002,0.076,-0.014199999999999999,0.0368,-0.0146,0.07719999999999999,0.0447,0.0015,0.049800000000000004
1991-06-30,-0.0496,-0.0449,-0.0426,-0.0366,-0.0886,-0.0149,-0.0431,-0.04190000000000001,-0.023700000000000002,-0.0524
1991-07-31,0.057699999999999994,-0.0042,0.0311,0.050300000000000004,0.0475,0.0311,0.053099999999999994,0.0851,0.039900000000000005,0.047400000000000005
1991-08-31,0.0548,-0.0215,0.018600000000000002,0.0163,0.028399999999999998,0.0066,0.036000000000000004,0.029500000000000002,0.0352,0.0321
